
CDCM-clean179bungon,2016-02,SSEPD-SHEPD,3701,6203733
CDCM-clean179bungon,2016-02,UKPN-EPN,3701,660404
CDCM-clean179bungon,2016-02,UKPN-LPN,3701,5648473
CDCM-clean179bungon,2016-02,UKPN-SPN,3701,3175044
CDCM-clean179bungon,2016-02,WPD-EastM,3701,6040141
CDCM-clean179bungon,2016-02,WPD-SWales,3701,632176
CDCM-clean179bungon,2016-02,WPD-SWest,3701,4599095
CDCM-clean179bungon,2016-02,WPD-WestM,3701,8960032
CDCM-clean227,2017-02,ENWL,3701,6721253
CDCM-clean227,2017-02,NPG-Northeast,3701,9183840
CDCM-clean227,2017-02,NPG-Yorkshire,3701,3649960
CDCM-clean227,2017-02,SPEN-SPD,3701,7178209
CDCM-clean227,2017-02,SPEN-SPM,3701,3894914
CDCM-clean227,2017-02,SSEN-SEPD,3701,2152305
CDCM-clean227,2017-02,SSEN-SHEPD,3701,6375342
CDCM-clean227,2017-02,UKPN-EPN,3701,9126370
CDCM-clean227,2017-02,UKPN-LPN,3701,2779847
CDCM-clean227,2017-02,UKPN-SPN,3701,7374703
CDCM-clean227,2017-02,WPD-EastM,3701,2684092
CDCM-clean227,2017-02,WPD-SWales,3701,8788592
CDCM-clean227,2017-02,WPD-SWest,3701,195137
CDCM-clean227,2017-02,WPD-WestM,3701,1617606
CDCM-clean227withm,2017-02,ENWL,3701,3926290
CDCM-clean227withm,2017-02,NPG-Northeast,3701,4649883
CDCM-clean227withm,2017-02,NPG-Yorkshire,3701,8140463
CDCM-clean227withm,2017-02,SPEN-SPD,3701,5558965
CDCM-clean227withm,2017-02,SPEN-SPM,3701,640913
CDCM-clean227withm,2017-02,SSEN-SEPD,3701,1586234
CDCM-clean227withm,2017-02,SSEN-SHEPD,3701,7849585
CDCM-clean227withm,2017-02,UKPN-EPN,3701,4127222
CDCM-clean227withm,2017-02,UKPN-LPN,3701,7033742
CDCM-clean227withm,2017-02,UKPN-SPN,3701,9661154
CDCM-clean227withm,2017-02,WPD-EastM,3701,2684092
CDCM-clean227withm,2017-02,WPD-SWales,3701,8788592
CDCM-clean227withm,2017-02,WPD-SWest,3701,195137
CDCM-clean227withm,2017-02,WPD-WestM,3701,1617606
CDCM-clean228,2018-02,ENWL,3701,247394
CDCM-clean228,2018-02,NPG-Northeast,3701,1293224
CDCM-clean228,2018-02,NPG-Yorkshire,3701,3371187
CDCM-clean228,2018-02,SPEN-SPD,3701,2704032
CDCM-clean228,2018-02,SPEN-SPM,3701,3790985
CDCM-clean228,2018-02,SSEN-SEPD,3701,9501565
CDCM-clean228,2018-02,SSEN-SHEPD,3701,7831157
CDCM-clean228,2018-02,UKPN-EPN,3701,1767788
CDCM-clean228,2018-02,UKPN-LPN,3701,1177466
CDCM-clean228,2018-02,UKPN-SPN,3701,838552
CDCM-clean228,2018-02,WPD-EastM,3701,6393836
CDCM-clean228,2018-02,WPD-SWales,3701,8852865
CDCM-clean228,2018-02,WPD-SWest,3701,3590060
CDCM-clean228,2018-02,WPD-WestM,3701,1138986
CDCM-clean228withm,2018-02,ENWL,3701,247394
CDCM-clean228withm,2018-02,NPG-Northeast,3701,1293224
CDCM-clean228withm,2018-02,NPG-Yorkshire,3701,3371187
CDCM-clean228withm,2018-02,SPEN-SPD,3701,3014524
CDCM-clean228withm,2018-02,SPEN-SPM,3701,7124795
CDCM-clean228withm,2018-02,SSEN-SEPD,3701,9501565
CDCM-clean228withm,2018-02,SSEN-SHEPD,3701,7831157
CDCM-clean228withm,2018-02,UKPN-EPN,3701,1767788
CDCM-clean228withm,2018-02,UKPN-LPN,3701,1177466
CDCM-clean228withm,2018-02,UKPN-SPN,3701,838552
CDCM-clean228withm,2018-02,WPD-EastM,3701,6393836
CDCM-clean228withm,2018-02,WPD-SWales,3701,8852865
CDCM-clean228withm,2018-02,WPD-SWest,3701,3590060
CDCM-clean228withm,2018-02,WPD-WestM,3701,1138986
EDCM2-clean-FCP,2013-02,SPEN-SPD,4501,2146185
EDCM2-clean-FCP,2013-02,SPEN-SPM,4501,866236
EDCM2-clean-FCP,2013-02,SSEPD-SEPD,4501,9754530
EDCM2-clean-FCP,2013-02,SSEPD-SHEPD,4501,5167147
EDCM2-clean-FCP,2013-02,WPD-EastM,4501,9864344
EDCM2-clean-FCP,2013-02,WPD-WestM,4501,5909593
EDCM2-clean-FCP,2013-08,GoosePower,4501,5541250
EDCM2-clean-FCP,2014-02,SSEPD-SEPD,4501,5061654
EDCM2-clean-FCP,2014-02,SSEPD-SHEPD,4501,1095272
EDCM2-clean-LRIC,2013-02,ENWL,4501,4362394
EDCM2-clean-LRIC,2013-02,NPG-Northeast,4501,4504401
EDCM2-clean-LRIC,2013-02,NPG-Yorkshire,4501,3866861
EDCM2-clean-LRIC,2013-02,UKPN-EPN,4501,4942506
EDCM2-clean-LRIC,2013-02,UKPN-LPN,4501,4510226
EDCM2-clean-LRIC,2013-02,UKPN-SPN,4501,7488515
EDCM2-clean-LRIC,2013-02,WPD-SWales,4501,3300074
EDCM2-clean-LRIC,2013-02,WPD-SWest,4501,9362017
EDCM2-clean-LRIC,2013-08,DuckPower,4501,3830513
EDCM2-clean-LRIC,2014-02,ENWL,4501,8833550
EDCM2-clean-LRIC,2014-02,UKPN-EPN,4501,7800009
EDCM2-clean-LRIC,2014-02,UKPN-LPN,4501,2030491
EDCM2-clean-LRIC,2014-02,UKPN-SPN,4501,2278382
EDCM2-clean152-FCP,2012-02,SPEN-SPD,4501,#VALUE!
EDCM2-clean152-FCP,2012-02,SPEN-SPM,4501,#VALUE!
EDCM2-clean152-FCP,2012-02,SSEN-SEPD,4501,#VALUE!
EDCM2-clean152-FCP,2012-02,SSEN-SHEPD,4501,#VALUE!
EDCM2-clean152-FCP,2012-02,WPD-EastM,4501,#VALUE!
EDCM2-clean152-FCP,2012-02,WPD-WestM,4501,#VALUE!
EDCM2-clean152-FCP,2013-02,SPEN-SPD,4501,#VALUE!
EDCM2-clean152-FCP,2013-02,SPEN-SPM,4501,#VALUE!
EDCM2-clean152-FCP,2013-02,SSEN-SEPD,4501,#VALUE!
EDCM2-clean152-FCP,2013-02,SSEN-SHEPD,4501,#VALUE!
EDCM2-clean152-FCP,2013-02,WPD-EastM,4501,#VALUE!
EDCM2-clean152-FCP,2013-02,WPD-WestM,4501,#VALUE!
EDCM2-clean152-FCP,2014-02,SPEN-SPD,4501,#VALUE!
EDCM2-clean152-FCP,2014-02,SPEN-SPM,4501,#VALUE!
EDCM2-clean152-FCP,2014-02,SSEN-SEPD,4501,#VALUE!
EDCM2-clean152-FCP,2014-02,SSEN-SHEPD,4501,#VALUE!
EDCM2-clean152-FCP,2014-02,WPD-EastM,4501,#VALUE!
EDCM2-clean152-FCP,2014-02,WPD-WestM,4501,#VALUE!
EDCM2-clean152-LRIC,2012-02,ENWL,4501,#VALUE!
EDCM2-clean152-LRIC,2012-02,NPG-Northeast,4501,#VALUE!
EDCM2-clean152-LRIC,2012-02,NPG-Yorkshire,4501,#VALUE!
EDCM2-clean152-LRIC,2012-02,UKPN-EPN,4501,#VALUE!
EDCM2-clean152-LRIC,2012-02,UKPN-LPN,4501,#VALUE!
EDCM2-clean152-LRIC,2012-02,UKPN-SPN,4501,#VALUE!
EDCM2-clean152-LRIC,2012-02,WPD-SWales,4501,#VALUE!
EDCM2-clean152-LRIC,2012-02,WPD-SWest,4501,#VALUE!
EDCM2-clean152-LRIC,2013-02,ENWL,4501,#VALUE!
EDCM2-clean152-LRIC,2013-02,NPG-Northeast,4501,#VALUE!
EDCM2-clean152-LRIC,2013-02,NPG-Yorkshire,4501,#VALUE!
EDCM2-clean152-LRIC,2013-02,UKPN-EPN,4501,#VALUE!
EDCM2-clean152-LRIC,2013-02,UKPN-LPN,4501,#VALUE!
EDCM2-clean152-LRIC,2013-02,UKPN-SPN,4501,#VALUE!
EDCM2-clean152-LRIC,2013-02,WPD-SWales,4501,#VALUE!
EDCM2-clean152-LRIC,2013-02,WPD-SWest,4501,#VALUE!
EDCM2-clean152-LRIC,2014-02,ENWL,4501,#VALUE!
EDCM2-clean152-LRIC,2014-02,NPG-Northeast,4501,#VALUE!
EDCM2-clean152-LRIC,2014-02,NPG-Yorkshire,4501,#VALUE!
EDCM2-clean152-LRIC,2014-02,UKPN-EPN,4501,#VALUE!
EDCM2-clean152-LRIC,2014-02,UKPN-LPN,4501,#VALUE!
EDCM2-clean152-LRIC,2014-02,UKPN-SPN,4501,#VALUE!
EDCM2-clean152-LRIC,2014-02,WPD-SWales,4501,#VALUE!
EDCM2-clean152-LRIC,2014-02,WPD-SWest,4501,#VALUE!
EDCM2-clean161-FCP,2018-02,SPEN-SPD,4501,#VALUE!
EDCM2-clean161-FCP,2018-02,SPEN-SPM,4501,#VALUE!
EDCM2-clean161-FCP,2018-02,SSEN-SEPD,4501,#VALUE!
EDCM2-clean161-FCP,2018-02,SSEN-SHEPD,4501,#VALUE!
EDCM2-clean161-FCP,2018-02,WPD-EastM,4501,#VALUE!
EDCM2-clean161-FCP,2018-02,WPD-WestM,4501,#VALUE!
EDCM2-clean161-LRIC,2018-02,ENWL,4501,#VALUE!
EDCM2-clean161-LRIC,2018-02,NPG-Northeast,4501,#VALUE!
EDCM2-clean161-LRIC,2018-02,NPG-Yorkshire,4501,#VALUE!
EDCM2-clean161-LRIC,2018-02,UKPN-EPN,4501,#VALUE!
EDCM2-clean161-LRIC,2018-02,UKPN-LPN,4501,#VALUE!
EDCM2-clean161-LRIC,2018-02,UKPN-SPN,4501,#VALUE!
EDCM2-clean161-LRIC,2018-02,WPD-SWales,4501,#VALUE!
EDCM2-clean161-LRIC,2018-02,WPD-SWest,4501,#VALUE!
EDCM2-clean189-FCP,2014-11,Faaite,4501,2907282
EDCM2-clean189-FCP,2014-11,Faial,4501,2159781
EDCM2-clean189-FCP,2014-11,Fiji,4501,3984654
EDCM2-clean189-FCP,2014-11,Flores,4501,1838704
EDCM2-clean189-FCP,2014-11,Fogo,4501,3848971
EDCM2-clean189-FCP,2015-02,SPEN-SPD,4501,#VALUE!
EDCM2-clean189-FCP,2015-02,SPEN-SPM,4501,#VALUE!
EDCM2-clean189-FCP,2015-02,SSEN-SEPD,4501,#VALUE!
EDCM2-clean189-FCP,2015-02,SSEN-SHEPD,4501,#VALUE!
EDCM2-clean189-FCP,2015-02,WPD-EastM,4501,#VALUE!
EDCM2-clean189-FCP,2015-02,WPD-WestM,4501,#VALUE!
EDCM2-clean189-FCP,2015-04,Faaite,4501,6305220
EDCM2-clean189-FCP,2015-04,Faial,4501,6652738
EDCM2-clean189-FCP,2015-04,Fiji,4501,2395889
EDCM2-clean189-FCP,2015-04,Flores,4501,653752
EDCM2-clean189-FCP,2015-04,Fogo,4501,3059197
EDCM2-clean189-FCP,2016-02,SPEN-SPD,4501,#VALUE!
EDCM2-clean189-FCP,2016-02,SPEN-SPM,4501,#VALUE!
EDCM2-clean189-FCP,2016-02,SSEN-SEPD,4501,#VALUE!
EDCM2-clean189-FCP,2016-02,SSEN-SHEPD,4501,#VALUE!
EDCM2-clean189-FCP,2016-02,WPD-EastM,4501,#VALUE!
EDCM2-clean189-FCP,2016-02,WPD-WestM,4501,#VALUE!
EDCM2-clean189-FCP,2017-02,SPEN-SPD,4501,#VALUE!
EDCM2-clean189-FCP,2017-02,SPEN-SPM,4501,#VALUE!
EDCM2-clean189-FCP,2017-02,SSEN-SEPD,4501,#VALUE!
EDCM2-clean189-FCP,2017-02,SSEN-SHEPD,4501,#VALUE!
EDCM2-clean189-FCP,2017-02,WPD-EastM,4501,#VALUE!
EDCM2-clean189-FCP,2017-02,WPD-WestM,4501,#VALUE!
EDCM2-clean189-LRIC,2014-11,Lamprey,4501,8680607
EDCM2-clean189-LRIC,2014-11,Limpet,4501,4232299
EDCM2-clean189-LRIC,2014-11,Ling,4501,54832
EDCM2-clean189-LRIC,2014-11,Littleneck,4501,4918495
EDCM2-clean189-LRIC,2014-11,Lobster,4501,1542094
EDCM2-clean189-LRIC,2015-02,ENWL,4501,#VALUE!
EDCM2-clean189-LRIC,2015-02,NPG-Northeast,4501,#VALUE!
EDCM2-clean189-LRIC,2015-02,NPG-Yorkshire,4501,#VALUE!
EDCM2-clean189-LRIC,2015-02,UKPN-EPN,4501,#VALUE!
EDCM2-clean189-LRIC,2015-02,UKPN-LPN,4501,#VALUE!
EDCM2-clean189-LRIC,2015-02,UKPN-SPN,4501,#VALUE!
EDCM2-clean189-LRIC,2015-02,WPD-SWales,4501,#VALUE!
EDCM2-clean189-LRIC,2015-02,WPD-SWest,4501,#VALUE!
EDCM2-clean189-LRIC,2015-04,Lamprey,4501,1710376
EDCM2-clean189-LRIC,2015-04,Limpet,4501,9768354
EDCM2-clean189-LRIC,2015-04,Ling,4501,2150044
EDCM2-clean189-LRIC,2015-04,Littleneck,4501,6997140
EDCM2-clean189-LRIC,2015-04,Lobster,4501,9814841
EDCM2-clean189-LRIC,2016-02,ENWL,4501,#VALUE!
EDCM2-clean189-LRIC,2016-02,NPG-Northeast,4501,#VALUE!
EDCM2-clean189-LRIC,2016-02,NPG-Yorkshire,4501,#VALUE!
EDCM2-clean189-LRIC,2016-02,UKPN-EPN,4501,#VALUE!
EDCM2-clean189-LRIC,2016-02,UKPN-LPN,4501,#VALUE!
EDCM2-clean189-LRIC,2016-02,UKPN-SPN,4501,#VALUE!
EDCM2-clean189-LRIC,2016-02,WPD-SWales,4501,#VALUE!
EDCM2-clean189-LRIC,2016-02,WPD-SWest,4501,#VALUE!
EDCM2-clean189-LRIC,2017-02,ENWL,4501,#VALUE!
EDCM2-clean189-LRIC,2017-02,NPG-Northeast,4501,#VALUE!
EDCM2-clean189-LRIC,2017-02,NPG-Yorkshire,4501,#VALUE!
EDCM2-clean189-LRIC,2017-02,UKPN-EPN,4501,#VALUE!
EDCM2-clean189-LRIC,2017-02,UKPN-LPN,4501,#VALUE!
EDCM2-clean189-LRIC,2017-02,UKPN-SPN,4501,#VALUE!
EDCM2-clean189-LRIC,2017-02,WPD-SWales,4501,#VALUE!
EDCM2-clean189-LRIC,2017-02,WPD-SWest,4501,#VALUE!
ModelM-clean,2009-12,CE-NEDL,1501,7680123
ModelM-clean,2009-12,CE-YEDL,1501,3267517
ModelM-clean,2009-12,CN-East,1501,9490297
ModelM-clean,2009-12,CN-West,1501,1901470
ModelM-clean,2009-12,ENWL,1501,2178366
ModelM-clean,2009-12,SPEN-SPD,1501,5832990
ModelM-clean,2009-12,SPEN-SPM,1501,3808443
ModelM-clean,2009-12,SSEPD-SEPD,1501,2562227
ModelM-clean,2009-12,SSEPD-SHEPD,1501,6710854
ModelM-clean,2009-12,UKPN-EPN,1501,822351
ModelM-clean,2009-12,UKPN-LPN,1501,4821527
ModelM-clean,2009-12,UKPN-SPN,1501,3199022
ModelM-clean,2009-12,WPD-SWales,1501,119724
ModelM-clean,2009-12,WPD-SWest,1501,1924007
ModelM-clean,2011-01,CE-NEDL,1501,6888527
ModelM-clean,2011-01,CE-YEDL,1501,1434063
ModelM-clean,2011-01,CN-East,1501,9490297
ModelM-clean,2011-01,CN-West,1501,1901470
ModelM-clean,2011-01,ENWL,1501,6891904
ModelM-clean,2011-01,SPEN-SPD,1501,8704284
ModelM-clean,2011-01,SPEN-SPM,1501,8755856
ModelM-clean,2011-01,SSEPD-SEPD,1501,2562227
ModelM-clean,2011-01,SSEPD-SHEPD,1501,6710854
ModelM-clean,2011-01,UKPN-EPN,1501,2419076
ModelM-clean,2011-01,UKPN-LPN,1501,8874385
ModelM-clean,2011-01,UKPN-SPN,1501,5639409
ModelM-clean,2011-01,WPD-SWales,1501,119724
ModelM-clean,2011-01,WPD-SWest,1501,1924007
ModelM-clean071,2011-08,CE-NEDL,1501,1198250
ModelM-clean071,2011-08,CE-YEDL,1501,1839442
ModelM-clean071,2011-08,ENWL,1501,6564322
ModelM-clean071,2011-08,SPEN-SPD,1501,7628049
ModelM-clean071,2011-08,SPEN-SPM,1501,8422473
ModelM-clean071,2011-08,SSEPD-SEPD,1501,2307126
ModelM-clean071,2011-08,SSEPD-SHEPD,1501,3858438
ModelM-clean071,2011-08,UKPN-EPN,1501,2629366
ModelM-clean071,2011-08,UKPN-LPN,1501,3020051
ModelM-clean071,2011-08,UKPN-SPN,1501,6120257
ModelM-clean071,2011-08,WPD-EastM,1501,4244511
ModelM-clean071,2011-08,WPD-SWales,1501,6395476
ModelM-clean071,2011-08,WPD-SWest,1501,9260041
ModelM-clean071,2011-08,WPD-WestM,1501,6409141
ModelM-clean096,2011-12,ENWL,1501,6144645
ModelM-clean096,2011-12,NP-Northeast,1501,3810284
ModelM-clean096,2011-12,NP-Yorkshire,1501,4739513
ModelM-clean096,2011-12,SPEN-SPD,1501,764248
ModelM-clean096,2011-12,SPEN-SPM,1501,5011875
ModelM-clean096,2011-12,SSEPD-SEPD,1501,1929071
ModelM-clean096,2011-12,SSEPD-SHEPD,1501,8004368
ModelM-clean096,2011-12,UKPN-EPN,1501,3303703
ModelM-clean096,2011-12,UKPN-LPN,1501,6222637
ModelM-clean096,2011-12,UKPN-SPN,1501,2300625
ModelM-clean096,2011-12,WPD-EastM,1501,1745255
ModelM-clean096,2011-12,WPD-SWales,1501,8961479
ModelM-clean096,2011-12,WPD-SWest,1501,5984379
ModelM-clean096,2011-12,WPD-WestM,1501,8611414
ModelM-clean096,2012-02,ENWL,1501,6144645
ModelM-clean096,2012-02,NP-Northeast,1501,3810284
ModelM-clean096,2012-02,NP-Yorkshire,1501,4739513
ModelM-clean096,2012-02,SPEN-SPD,1501,764248
ModelM-clean096,2012-02,SPEN-SPM,1501,5011875
ModelM-clean096,2012-02,SSEPD-SEPD,1501,1929071
ModelM-clean096,2012-02,SSEPD-SHEPD,1501,8004368
ModelM-clean096,2012-02,UKPN-EPN,1501,6172327
ModelM-clean096,2012-02,UKPN-LPN,1501,4944000
ModelM-clean096,2012-02,UKPN-SPN,1501,5152818
ModelM-clean096,2012-02,WPD-EastM,1501,1745255
ModelM-clean096,2012-02,WPD-SWales,1501,8961479
ModelM-clean096,2012-02,WPD-SWest,1501,5984379
ModelM-clean096,2012-02,WPD-WestM,1501,8611414
ModelM-clean096,2013-02,ENWL,1501,9786790
ModelM-clean096,2013-02,NPG-Northeast,1501,5935161
ModelM-clean096,2013-02,NPG-Yorkshire,1501,1133645
ModelM-clean096,2013-02,SPEN-SPD,1501,5285908
ModelM-clean096,2013-02,SPEN-SPM,1501,9242014
ModelM-clean096,2013-02,SSEPD-SEPD,1501,9694863
ModelM-clean096,2013-02,SSEPD-SHEPD,1501,3987085
ModelM-clean096,2013-02,UKPN-EPN,1501,4216278
ModelM-clean096,2013-02,UKPN-LPN,1501,257627
ModelM-clean096,2013-02,UKPN-SPN,1501,8745255
ModelM-clean096,2013-02,WPD-EastM,1501,6810282
ModelM-clean096,2013-02,WPD-SWales,1501,1655964
ModelM-clean096,2013-02,WPD-SWest,1501,5378639
ModelM-clean096,2013-02,WPD-WestM,1501,6546860
ModelM-clean117231cooked,2016-02,ENWL,1601,6077774
ModelM-clean117231cooked,2016-02,ENWL,1602,7407579
ModelM-clean117231cooked,2016-02,NPG-Northeast,1601,118285
ModelM-clean117231cooked,2016-02,NPG-Northeast,1602,1084644
ModelM-clean117231cooked,2016-02,NPG-Yorkshire,1601,5382277
ModelM-clean117231cooked,2016-02,NPG-Yorkshire,1602,1084644
ModelM-clean117231cooked,2016-02,SPEN-SPD,1601,9593577
ModelM-clean117231cooked,2016-02,SPEN-SPD,1602,2931723
ModelM-clean117231cooked,2016-02,SPEN-SPM,1601,3377099
ModelM-clean117231cooked,2016-02,SPEN-SPM,1602,5815856
ModelM-clean117231cooked,2016-02,SSEPD-SEPD,1601,5256300
ModelM-clean117231cooked,2016-02,SSEPD-SEPD,1602,665592
ModelM-clean117231cooked,2016-02,SSEPD-SHEPD,1601,7754516
ModelM-clean117231cooked,2016-02,SSEPD-SHEPD,1602,6791979
ModelM-clean117231cooked,2016-02,UKPN-EPN,1601,4230613
ModelM-clean117231cooked,2016-02,UKPN-EPN,1602,2776069
ModelM-clean117231cooked,2016-02,UKPN-LPN,1601,3487108
ModelM-clean117231cooked,2016-02,UKPN-LPN,1602,2329883
ModelM-clean117231cooked,2016-02,UKPN-SPN,1601,5503940
ModelM-clean117231cooked,2016-02,UKPN-SPN,1602,5072022
ModelM-clean117231cooked,2016-02,WPD-EastM,1601,1170075
ModelM-clean117231cooked,2016-02,WPD-EastM,1602,5867767
ModelM-clean117231cooked,2016-02,WPD-SWales,1601,9352282
ModelM-clean117231cooked,2016-02,WPD-SWales,1602,5239084
ModelM-clean117231cooked,2016-02,WPD-SWest,1601,6014917
ModelM-clean117231cooked,2016-02,WPD-SWest,1602,3366537
ModelM-clean117231cooked,2016-02,WPD-WestM,1601,1218159
ModelM-clean117231cooked,2016-02,WPD-WestM,1602,2234919
ModelM-clean117231cooked,2017-02,ENWL,1601,8062019
ModelM-clean117231cooked,2017-02,ENWL,1602,7407579
ModelM-clean117231cooked,2017-02,NPG-Northeast,1601,9019653
ModelM-clean117231cooked,2017-02,NPG-Northeast,1602,1084644
ModelM-clean117231cooked,2017-02,NPG-Yorkshire,1601,9803266
ModelM-clean117231cooked,2017-02,NPG-Yorkshire,1602,1084644
ModelM-clean117231cooked,2017-02,SPEN-SPD,1601,2870977
ModelM-clean117231cooked,2017-02,SPEN-SPD,1602,2931723
ModelM-clean117231cooked,2017-02,SPEN-SPM,1601,4547514
ModelM-clean117231cooked,2017-02,SPEN-SPM,1602,5815856
